order,instance_id,repo,difficulty,image
459,sphinx-doc__sphinx-9461,sphinx-doc/sphinx,1-4 hours,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9461:latest
460,sympy__sympy-22914,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-22914:latest
461,sphinx-doc__sphinx-11510,sphinx-doc/sphinx,1-4 hours,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-11510:latest
462,sympy__sympy-21930,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-21930:latest
463,astropy__astropy-14369,astropy/astropy,1-4 hours,swebench/sweb.eval.x86_64.astropy_1776_astropy-14369:latest
464,django__django-13670,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13670:latest
465,django__django-16661,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16661:latest
466,astropy__astropy-13236,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-13236:latest
467,django__django-11749,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11749:latest
468,django__django-14122,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14122:latest
469,sympy__sympy-22456,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-22456:latest
470,django__django-14792,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14792:latest
471,django__django-17029,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-17029:latest
472,sympy__sympy-15599,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-15599:latest
473,sphinx-doc__sphinx-9320,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9320:latest
474,django__django-11138,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-11138:latest
475,django__django-11555,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11555:latest
476,django__django-16569,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-16569:latest
477,pydata__xarray-4687,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-4687:latest
478,django__django-14672,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14672:latest
479,django__django-16263,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-16263:latest
480,astropy__astropy-14995,astropy/astropy,<15 min fix,swebench/sweb.eval.x86_64.astropy_1776_astropy-14995:latest
481,django__django-16255,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-16255:latest
482,sphinx-doc__sphinx-8035,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8035:latest
483,sympy__sympy-14976,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-14976:latest
484,matplotlib__matplotlib-25960,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25960:latest
485,django__django-15380,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15380:latest
486,django__django-16631,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-16631:latest
487,sympy__sympy-16450,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-16450:latest
488,pydata__xarray-3095,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-3095:latest
489,sympy__sympy-16597,sympy/sympy,1-4 hours,swebench/sweb.eval.x86_64.sympy_1776_sympy-16597:latest
490,sympy__sympy-17318,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-17318:latest
491,django__django-12325,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-12325:latest
492,sympy__sympy-15875,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-15875:latest
493,scikit-learn__scikit-learn-25973,scikit-learn/scikit-learn,<15 min fix,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-25973:latest
494,django__django-13109,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-13109:latest
495,matplotlib__matplotlib-23476,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-23476:latest
496,django__django-13741,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-13741:latest
497,django__django-14034,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14034:latest
498,astropy__astropy-14539,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-14539:latest
499,psf__requests-6028,psf/requests,15 min - 1 hour,swebench/sweb.eval.x86_64.psf_1776_requests-6028:latest
500,pytest-dev__pytest-10356,pytest-dev/pytest,1-4 hours,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-10356:latest
